DateTime,Channel,Name,Message
29/09/2025 14:05,Online Boutique 5988,Bez,"What a day! Our Grand Summer Sale kicked off this morning at 10, and the response has been insane. Can't believe we're already 5 hours in"
29/09/2025 14:06,Online Boutique 5988,Bob,"Totally! Just checked the dashboard, we've already crossed $160k+ in revenue :money_mouth_face: . The sale energy is next level!"
29/09/2025 14:06,Online Boutique 5988,Tinus,"That's fantastic, but hey, this is just the beginning. Three days to go... I'm keeping my fingers crossed :crossed_fingers:"
29/09/2025 14:06,Online Boutique 5988,Bez,"Seeing so many people shopping on a holiday, it feels satisfying. Exactly the momentum we were hoping for"
29/09/2025 14:06,Online Boutique 5988,UptimeLabs,"Welcome to DEFCON 1, are you perpared for the challenge?.

 *Use `/help` at any time for a list of useful links and commands*
 *Use `/incident` to create an incident record*

Once you're ready just click start to begin Start button"
29/09/2025 14:07,Online Boutique 5988,UptimeLabs,":alarm_clock: - You have 40 minutes to resolve the outage, good luck! You can type `/help` if you need any reminders."
29/09/2025 14:07,Online Boutique 5988,Shay,"Not this time!, I just got a few alerts mentioning severe errors popping up in PROD"
29/09/2025 14:07,Online Boutique 5988,Bob,Weird... a few users just complained they are unable to complete their orders. Feels... off..
29/09/2025 14:08,Online Boutique 5988,Player1,"Hi @Bob which region is affected, could you please confirm ?"
29/09/2025 14:08,Online Boutique 5988,Bob,"Sure, let me look at my reports"
29/09/2025 14:08,Online Boutique 5988,Bob,Here are some of the complaints we've received in the last few minutes. It's coming all across the globe 
29/09/2025 14:08,Online Boutique 5988,Bob,"Germany - ""I added items to my cart, clicked checkout, and it just kept spinning. Then it dumped me back to an empty cart"""
29/09/2025 14:08,Online Boutique 5988,Bob,"USA - ""Order failed twice, and now the cart is empty. I refreshed, but now the site is laggy"""
29/09/2025 14:08,Online Boutique 5988,Bob,"Japan - ""Got to checkout, then error 502. Tried again - cart gone"""
29/09/2025 14:08,Online Boutique 5988,Bob,"To sum it all, we have got 240+ reports globally"
29/09/2025 14:08,Online Boutique 5988,Bob,Metrics
29/09/2025 14:10,Online Boutique 5988,Player1,@Shay and @Daniel was there any deployments today in prod ?
29/09/2025 14:10,Online Boutique 5988,Shay,Ok reviewing the change 
29/09/2025 14:11,Online Boutique 5988,Player1,While clicking on Place order the cart is getting empty @Daniel @Shay
29/09/2025 14:11,Online Boutique 5988,Daniel,<https://uptime-labs.atlassian.net/wiki/external/YzYwYTAxNWQzOTI0NDYzOWI1MjkxNTI2YmVmMjUyZDE>
29/09/2025 14:11,Online Boutique 5988,Daniel,"I don't think this is due to any changes because nothing matches the issue start time, and no PROD deployments have happened in a while around checkout service"
