DateTime,Channel,Name,Message
22/10/2025 10:09,Online Boutique 6404,Bez,"What a day! Our Grand Summer Sale kicked off this morning at 10, and the response has been insane. Can't believe we're already 5 hours in"
22/10/2025 10:09,Online Boutique 6404,Bob,"Totally! Just checked the dashboard, we've already crossed $160k+ in revenue :money_mouth_face: . The sale energy is next level!"
22/10/2025 10:09,Online Boutique 6404,Tinus,"That's fantastic, but hey, this is just the beginning. Three days to go... I'm keeping my fingers crossed :crossed_fingers:"
22/10/2025 10:10,Online Boutique 6404,Bez,"Seeing so many people shopping on a holiday, it feels satisfying. Exactly the momentum we were hoping for"
22/10/2025 10:10,Online Boutique 6404,UptimeLabs,"Welcome to DEFCON 1, are you perpared for the challenge?.

 *Use `/help` at any time for a list of useful links and commands*
 *Use `/incident` to create an incident record*

Once you're ready just click start to begin Start button"
22/10/2025 10:14,Online Boutique 6404,UptimeLabs,":alarm_clock: - You have 40 minutes to resolve the outage, good luck! You can type `/help` if you need any reminders."
22/10/2025 10:14,Online Boutique 6404,Shay,"Not this time!, I just got a few alerts mentioning severe errors popping up in PROD"
22/10/2025 10:14,Online Boutique 6404,Bob,Weird... a few users just complained they are unable to complete their orders. Feels... off..
22/10/2025 10:14,Online Boutique 6404,Shay,The alerts have come up again
22/10/2025 10:14,Online Boutique 6404,Player7,@Bob how many user are impacted? is it region specific?
22/10/2025 10:15,Online Boutique 6404,Bob,"Sure, let me look at my reports"
22/10/2025 10:15,Online Boutique 6404,Bob,Here are some of the complaints we've received in the last few minutes. It's coming all across the globe 
22/10/2025 10:15,Online Boutique 6404,Bob,"Germany - ""I added items to my cart, clicked checkout, and it just kept spinning. Then it dumped me back to an empty cart"""
22/10/2025 10:15,Online Boutique 6404,Bob,"USA - ""Order failed twice, and now the cart is empty. I refreshed, but now the site is laggy"""
22/10/2025 10:15,Online Boutique 6404,Bob,"Japan - ""Got to checkout, then error 502. Tried again - cart gone"""
22/10/2025 10:15,Online Boutique 6404,Bob,"To sum it all, we have got 240+ reports globally"
22/10/2025 10:15,Online Boutique 6404,Bob,Metrics
22/10/2025 10:15,Online Boutique 6404,Player7,@Daniel @Shay @Tanya @Hamed S be around we have some PROD issue
22/10/2025 10:15,Online Boutique 6404,Daniel,Sure
22/10/2025 10:15,Online Boutique 6404,Hamed,Yes
22/10/2025 10:15,Online Boutique 6404,Tanya,I'm here
22/10/2025 10:16,Online Boutique 6404,Player7,@Daniel @Tanya could you please check the logs.
22/10/2025 10:16,Online Boutique 6404,Shay,Looking into logs now
22/10/2025 10:16,Business Comms 6404,Bez,Customers have gone outrageous. #OBFail and #OBStealsSale are trending with frustrated posts. We're getting hammered online! Where are we @Player7? 
22/10/2025 10:16,Online Boutique 6404,Player7,@Shay could you please what was deployed to PROD today just before this alert started coming.
22/10/2025 10:16,Online Boutique 6404,Shay,Found these below error logs
22/10/2025 10:16,Online Boutique 6404,Shay,"```
app[checkout-service] [ERROR] - write() failed, Read-only filesystem
app[checkout-service] Order submission failed for session_id=ae43f9 due to I/O error
app[checkout-service] [ERROR] - Transaction commit failed, Read-only file system
[ERROR] nginx[3245] - 502 Bad Gateway while accessing upstream checkout service
[ERROR] nginx[3245] - 504 Gateway Timeout while accessing upstream checkout service```"
22/10/2025 10:16,Online Boutique 6404,Tanya,Have we raised an incident ?
22/10/2025 10:16,Online Boutique 6404,Shay,The server is too slow and give up while responding back. I'm not sure why read-only errors are there
22/10/2025 10:17,Online Boutique 6404,Daniel,"Looking at the above logs, app looks fine. But system can't write new data. Errors suggests to be an infra component failure"
22/10/2025 10:17,Business Comms 6404,Player7,*Incident Number INC100069:* p1 customer not able completed orders
22/10/2025 10:17,Online Boutique 6404,UptimeLabs,:star: Incident record created
